text_input,palette,palette_lab,palette_lab_reorder
['beaches'],"[(39, 28, 18), (135, 204, 255), (111, 157, 255), (255, 219, 150), (255, 255, 255)]","[[29, 132, 137], [202, 120, 96], [167, 141, 75], [227, 131, 167], [255, 128, 128]]","[[29, 132, 137], [167, 141, 75], [202, 120, 96], [227, 131, 167], [255, 128, 128]]"
"['grass', 'green']","[(75, 217, 96), (181, 247, 135), (198, 247, 102), (75, 189, 132), (40, 206, 207)]","[[197, 66, 176], [232, 88, 175], [233, 91, 191], [176, 82, 147], [193, 89, 116]]","[[176, 82, 147], [193, 89, 116], [197, 66, 176], [232, 88, 175], [233, 91, 191]]"
"['summer', 'circus']","[(228, 179, 142), (205, 234, 134), (148, 202, 164), (249, 138, 146), (170, 67, 67)]","[[195, 141, 154], [226, 103, 173], [196, 103, 141], [178, 171, 143], [109, 170, 150]]","[[109, 170, 150], [178, 171, 143], [195, 141, 154], [196, 103, 141], [226, 103, 173]]"
"['sweet', 'watermelon']","[(124, 239, 147), (123, 222, 202), (237, 209, 149), (254, 107, 147), (226, 89, 89)]","[[219, 76, 163], [210, 94, 129], [216, 129, 161], [165, 187, 135], [143, 181, 156]]","[[143, 181, 156], [165, 187, 135], [210, 94, 129], [216, 129, 161], [219, 76, 163]]"
"['mint', 'and', 'peach']","[(124, 240, 147), (146, 240, 165), (255, 231, 205), (255, 233, 192), (255, 230, 183)]","[[220, 76, 163], [223, 85, 156], [237, 132, 144], [238, 129, 151], [235, 130, 154]]","[[220, 76, 163], [223, 85, 156], [235, 130, 154], [237, 132, 144], [238, 129, 151]]"
"['deep', 'purple', 'and', 'dark', 'grey']","[(97, 58, 81), (123, 43, 116), (154, 65, 110), (112, 109, 114), (94, 93, 90)]","[[76, 149, 121], [82, 172, 103], [104, 170, 120], [118, 130, 126], [101, 128, 130]]","[[76, 149, 121], [82, 172, 103], [101, 128, 130], [104, 170, 120], [118, 130, 126]]"
['candy'],"[(255, 232, 116), (246, 166, 93), (255, 72, 89), (193, 115, 232), (132, 157, 255)]","[[234, 122, 186], [190, 151, 177], [149, 197, 160], [156, 178, 81], [170, 145, 76]]","[[149, 197, 160], [156, 178, 81], [170, 145, 76], [190, 151, 177], [234, 122, 186]]"
"['bright', 'happiness']","[(255, 219, 69), (255, 251, 150), (255, 248, 92), (255, 244, 0), (255, 180, 0)]","[[225, 126, 202], [247, 115, 177], [244, 112, 201], [240, 112, 220], [200, 144, 209]]","[[200, 144, 209], [225, 126, 202], [240, 112, 220], [244, 112, 201], [247, 115, 177]]"
"['hot', 'cheetos']","[(253, 52, 71), (165, 162, 106), (231, 152, 44), (204, 49, 54), (163, 106, 76)]","[[142, 202, 167], [167, 120, 158], [176, 149, 192], [117, 188, 163], [128, 147, 154]]","[[117, 188, 163], [128, 147, 154], [142, 202, 167], [167, 120, 158], [176, 149, 192]]"
"['autumn', 'bases']","[(118, 105, 98), (131, 112, 94), (150, 100, 89), (152, 98, 103), (133, 112, 101)]","[[116, 132, 134], [124, 132, 141], [121, 147, 142], [121, 151, 134], [125, 134, 137]]","[[116, 132, 134], [121, 147, 142], [121, 151, 134], [124, 132, 141], [125, 134, 137]]"
"['flower', 'stalk']","[(53, 195, 176), (168, 201, 121), (255, 210, 181), (255, 169, 164), (255, 140, 148)]","[[182, 87, 127], [196, 103, 164], [223, 140, 148], [198, 159, 144], [181, 172, 143]]","[[181, 172, 143], [182, 87, 127], [196, 103, 164], [198, 159, 144], [223, 140, 148]]"
"['shades', 'and', 'bubblegum']","[(20, 193, 169), (162, 214, 152), (189, 123, 176), (234, 134, 186), (236, 167, 190)]","[[179, 83, 129], [206, 100, 153], [153, 162, 110], [174, 173, 118], [193, 157, 126]]","[[153, 162, 110], [174, 173, 118], [179, 83, 129], [193, 157, 126], [206, 100, 153]]"
"['bright', 'flamboyant']","[(216, 253, 78), (254, 127, 255), (125, 255, 252), (253, 226, 62), (251, 126, 220)]","[[240, 94, 204], [183, 193, 85], [237, 91, 118], [229, 121, 206], [178, 187, 102]]","[[178, 187, 102], [183, 193, 85], [229, 121, 206], [237, 91, 118], [240, 94, 204]]"
"['murder', 'and', 'murdered']","[(11, 6, 8), (135, 41, 39), (252, 247, 249), (234, 235, 239), (198, 40, 37)]","[[5, 130, 128], [80, 168, 152], [249, 130, 128], [237, 128, 126], [112, 188, 170]]","[[5, 130, 128], [80, 168, 152], [112, 188, 170], [237, 128, 126], [249, 130, 128]]"
"['ghost', 'pirates']","[(46, 59, 91), (112, 134, 122), (250, 174, 78), (170, 155, 145), (129, 141, 146)]","[[64, 133, 107], [137, 118, 132], [196, 147, 187], [166, 132, 135], [147, 125, 124]]","[[64, 133, 107], [137, 118, 132], [147, 125, 124], [166, 132, 135], [196, 147, 187]]"
"['sunrise', 'of', 'a', 'better', 'tommorow']","[(225, 195, 158), (224, 184, 147), (211, 174, 145), (177, 145, 138), (147, 126, 136)]","[[205, 133, 151], [197, 137, 152], [188, 137, 148], [160, 139, 136], [140, 138, 126]]","[[140, 138, 126], [160, 139, 136], [188, 137, 148], [197, 137, 152], [205, 133, 151]]"
['aftermath'],"[(156, 120, 123), (110, 102, 116), (79, 80, 96), (47, 50, 54), (21, 23, 24)]","[[138, 143, 132], [113, 134, 121], [88, 131, 119], [53, 128, 125], [19, 127, 127]]","[[19, 127, 127], [53, 128, 125], [88, 131, 119], [113, 134, 121], [138, 143, 132]]"
['prisoners'],"[(255, 255, 255), (227, 216, 216), (176, 161, 161), (104, 101, 118), (68, 65, 79)]","[[255, 128, 128], [222, 132, 129], [172, 133, 130], [111, 133, 119], [72, 133, 120]]","[[72, 133, 120], [111, 133, 119], [172, 133, 130], [222, 132, 129], [255, 128, 128]]"
"['dragons', 'breath', 'opal']","[(55, 26, 35), (234, 183, 92), (88, 39, 89), (249, 41, 81), (68, 23, 42)]","[[35, 144, 128], [197, 137, 180], [62, 159, 108], [139, 204, 159], [40, 152, 126]]","[[35, 144, 128], [40, 152, 126], [62, 159, 108], [139, 204, 159], [197, 137, 180]]"
"['bright', 'retro']","[(24, 229, 214), (255, 110, 31), (165, 246, 88), (151, 54, 206), (255, 18, 173)]","[[210, 80, 122], [163, 180, 193], [227, 79, 194], [112, 192, 67], [145, 215, 108]]","[[112, 192, 67], [145, 215, 108], [163, 180, 193], [210, 80, 122], [227, 79, 194]]"
"['professional', 'cold']","[(224, 226, 230), (169, 178, 196), (113, 121, 158), (6, 3, 6), (51, 55, 85)]","[[229, 128, 126], [185, 129, 118], [131, 134, 107], [3, 129, 127], [61, 135, 109]]","[[3, 129, 127], [61, 135, 109], [131, 134, 107], [185, 129, 118], [229, 128, 126]]"
"['jeans', 'on', 'a', 'cold', 'night']","[(86, 98, 129), (127, 146, 184), (192, 204, 206), (74, 84, 124), (172, 190, 211)]","[[106, 131, 109], [154, 130, 106], [207, 124, 126], [93, 135, 104], [194, 126, 115]]","[[93, 135, 104], [106, 131, 109], [154, 130, 106], [194, 126, 115], [207, 124, 126]]"
['tree'],"[(249, 249, 235), (14, 56, 21), (60, 122, 88), (3, 17, 3), (209, 238, 213)]","[[249, 126, 135], [51, 105, 146], [118, 99, 141], [10, 122, 132], [233, 114, 137]]","[[10, 122, 132], [51, 105, 146], [118, 99, 141], [233, 114, 137], [249, 126, 135]]"
"['lively', 'girl', 'in', 'a', 'dress']","[(120, 58, 231), (255, 125, 216), (255, 204, 123), (255, 125, 130), (189, 103, 255)]","[[108, 191, 51], [179, 188, 104], [217, 137, 175], [173, 178, 149], [152, 188, 66]]","[[108, 191, 51], [152, 188, 66], [173, 178, 149], [179, 188, 104], [217, 137, 175]]"
"['pink', 'stone']","[(238, 173, 222), (193, 148, 204), (206, 132, 137), (151, 92, 131), (125, 82, 82)]","[[199, 159, 113], [171, 155, 106], [160, 157, 137], [119, 158, 116], [101, 146, 135]]","[[101, 146, 135], [119, 158, 116], [160, 157, 137], [171, 155, 106], [199, 159, 113]]"
"['moss', 'in', 'the', 'forest']","[(4, 183, 90), (2, 72, 30), (2, 110, 25), (3, 150, 41), (3, 45, 4)]","[[167, 68, 164], [66, 97, 148], [102, 83, 166], [138, 72, 174], [38, 104, 148]]","[[38, 104, 148], [66, 97, 148], [102, 83, 166], [138, 72, 174], [167, 68, 164]]"
"['green', 'and', 'submarine']","[(187, 244, 202), (53, 238, 196), (131, 249, 204), (96, 199, 176), (117, 240, 175)]","[[233, 102, 142], [217, 74, 136], [230, 84, 139], [188, 92, 130], [221, 79, 149]]","[[188, 92, 130], [217, 74, 136], [221, 79, 149], [230, 84, 139], [233, 102, 142]]"
['bikini'],"[(234, 225, 199), (117, 231, 255), (247, 101, 249), (78, 240, 121), (240, 242, 34)]","[[229, 127, 142], [220, 102, 106], [169, 202, 80], [216, 62, 173], [236, 107, 215]]","[[169, 202, 80], [216, 62, 173], [220, 102, 106], [229, 127, 142], [236, 107, 215]]"
"['meaningless', 'midnight', 'sky']","[(0, 7, 43), (150, 150, 150), (0, 32, 9), (191, 173, 0), (11, 0, 47)]","[[8, 136, 105], [158, 128, 128], [24, 111, 138], [179, 120, 200], [6, 144, 102]]","[[6, 144, 102], [8, 136, 105], [24, 111, 138], [158, 128, 128], [179, 120, 200]]"
"['easter', 'sunday', 'at', 'church']","[(216, 191, 216), (152, 251, 152), (164, 211, 238), (255, 236, 139), (255, 106, 106)]","[[204, 141, 119], [231, 80, 167], [210, 119, 110], [237, 122, 177], [163, 185, 157]]","[[163, 185, 157], [204, 141, 119], [210, 119, 110], [231, 80, 167], [237, 122, 177]]"
"['extremely', 'contrasting']","[(255, 244, 0), (0, 30, 255), (255, 77, 0), (21, 255, 0), (255, 0, 0)]","[[240, 112, 220], [87, 201, 23], [149, 193, 197], [224, 43, 211], [136, 208, 195]]","[[87, 201, 23], [136, 208, 195], [149, 193, 197], [224, 43, 211], [240, 112, 220]]"
['nasty'],"[(195, 141, 9), (212, 153, 6), (159, 115, 6), (240, 176, 17), (242, 195, 78)]","[[159, 139, 194], [171, 140, 199], [131, 137, 185], [193, 140, 205], [207, 133, 191]]","[[131, 137, 185], [159, 139, 194], [171, 140, 199], [193, 140, 205], [207, 133, 191]]"
['amber'],"[(236, 210, 146), (229, 162, 103), (210, 114, 84), (165, 73, 77), (99, 34, 60)]","[[217, 128, 163], [183, 147, 168], [149, 163, 161], [110, 166, 144], [61, 160, 127]]","[[61, 160, 127], [110, 166, 144], [149, 163, 161], [183, 147, 168], [217, 128, 163]]"
"['red', 'shades']","[(255, 0, 0), (200, 0, 0), (150, 0, 0), (100, 0, 0), (50, 0, 0)]","[[136, 208, 195], [106, 195, 184], [78, 182, 172], [48, 168, 157], [16, 153, 138]]","[[16, 153, 138], [48, 168, 157], [78, 182, 172], [106, 195, 184], [136, 208, 195]]"
"['red', 'tints']","[(255, 0, 0), (255, 100, 100), (255, 150, 150), (255, 200, 200), (255, 250, 250)]","[[136, 208, 195], [160, 187, 159], [186, 167, 145], [218, 148, 135], [252, 130, 129]]","[[136, 208, 195], [160, 187, 159], [186, 167, 145], [218, 148, 135], [252, 130, 129]]"
"['squinting', 'at', 'night']","[(21, 81, 67), (21, 49, 81), (26, 21, 81), (47, 21, 81), (75, 21, 81)]","[[78, 105, 131], [51, 130, 105], [30, 151, 92], [36, 155, 96], [47, 162, 104]]","[[30, 151, 92], [36, 155, 96], [47, 162, 104], [51, 130, 105], [78, 105, 131]]"
['flame'],"[(253, 77, 1), (255, 96, 27), (249, 139, 3), (244, 187, 7), (251, 202, 0)]","[[148, 192, 197], [157, 186, 193], [175, 163, 202], [201, 136, 208], [212, 131, 212]]","[[148, 192, 197], [157, 186, 193], [175, 163, 202], [201, 136, 208], [212, 131, 212]]"
['enlightened'],"[(138, 246, 147), (208, 253, 163), (124, 220, 182), (71, 182, 139), (18, 148, 87)]","[[226, 77, 166], [241, 99, 166], [207, 91, 138], [171, 86, 141], [138, 81, 151]]","[[138, 81, 151], [171, 86, 141], [207, 91, 138], [226, 77, 166], [241, 99, 166]]"
"['light', 'hearted']","[(161, 255, 173), (204, 255, 204), (106, 234, 233), (196, 206, 230), (255, 163, 187)]","[[236, 84, 159], [243, 102, 147], [219, 93, 118], [211, 129, 115], [196, 165, 130]]","[[196, 165, 130], [211, 129, 115], [219, 93, 118], [236, 84, 159], [243, 102, 147]]"
"['light', 'greys']","[(238, 238, 238), (221, 221, 221), (204, 204, 204), (187, 187, 187), (170, 170, 170)]","[[240, 128, 128], [225, 128, 128], [209, 128, 128], [193, 128, 128], [178, 128, 128]]","[[178, 128, 128], [193, 128, 128], [209, 128, 128], [225, 128, 128], [240, 128, 128]]"
"['strong', 'heart']","[(178, 47, 59), (253, 172, 0), (255, 255, 0), (185, 181, 173), (93, 89, 86)]","[[104, 181, 153], [195, 147, 208], [248, 106, 222], [188, 128, 133], [97, 129, 130]]","[[97, 129, 130], [104, 181, 153], [188, 128, 133], [195, 147, 208], [248, 106, 222]]"
"['molten', 'core']","[(120, 46, 26), (201, 69, 27), (253, 118, 0), (254, 151, 7), (248, 233, 48)]","[[75, 159, 157], [122, 179, 179], [165, 175, 201], [183, 159, 204], [232, 115, 211]]","[[75, 159, 157], [122, 179, 179], [165, 175, 201], [183, 159, 204], [232, 115, 211]]"
['reaper'],"[(237, 39, 17), (155, 52, 35), (217, 204, 169), (94, 92, 80), (51, 51, 51)]","[[131, 199, 188], [94, 170, 162], [210, 127, 147], [99, 126, 135], [54, 128, 128]]","[[54, 128, 128], [94, 170, 162], [99, 126, 135], [131, 199, 188], [210, 127, 147]]"
"['prefessional', 'guy']","[(95, 83, 67), (208, 207, 217), (135, 215, 246), (218, 213, 194), (85, 85, 118)]","[[92, 130, 139], [213, 130, 123], [209, 111, 105], [217, 126, 138], [95, 136, 109]]","[[92, 130, 139], [95, 136, 109], [209, 111, 105], [213, 130, 123], [217, 126, 138]]"
['diva'],"[(146, 186, 244), (238, 75, 181), (255, 171, 231), (1, 236, 143), (254, 218, 67)]","[[190, 129, 95], [149, 200, 106], [203, 168, 110], [211, 60, 160], [224, 126, 202]]","[[149, 200, 106], [190, 129, 95], [203, 168, 110], [211, 60, 160], [224, 126, 202]]"
"['masculine', 'professional']","[(47, 47, 47), (158, 158, 158), (96, 125, 141), (125, 139, 96), (255, 87, 34)]","[[49, 128, 128], [166, 128, 128], [129, 122, 116], [142, 115, 149], [153, 190, 190]]","[[49, 128, 128], [129, 122, 116], [142, 115, 149], [153, 190, 190], [166, 128, 128]]"
"['sometimes', 'you', 'fail']","[(191, 199, 145), (180, 186, 129), (158, 171, 127), (140, 150, 110), (119, 133, 88)]","[[200, 116, 154], [188, 117, 156], [173, 116, 149], [154, 117, 148], [136, 115, 151]]","[[136, 115, 151], [154, 117, 148], [173, 116, 149], [188, 117, 156], [200, 116, 154]]"
"['raining', 'money']","[(255, 255, 255), (180, 225, 180), (117, 208, 108), (107, 163, 79), (71, 131, 62)]","[[255, 128, 128], [218, 105, 145], [194, 81, 169], [157, 94, 166], [126, 94, 159]]","[[126, 94, 159], [157, 94, 166], [194, 81, 169], [218, 105, 145], [255, 128, 128]]"
"['fruit', 'garden']","[(255, 54, 54), (255, 141, 0), (255, 166, 56), (48, 122, 36), (51, 159, 58)]","[[143, 201, 177], [178, 164, 204], [192, 152, 195], [115, 88, 167], [148, 77, 171]]","[[115, 88, 167], [143, 201, 177], [148, 77, 171], [178, 164, 204], [192, 152, 195]]"
"['bloody', 'night']","[(67, 58, 167), (123, 60, 139), (159, 61, 154), (163, 63, 63), (107, 41, 41)]","[[81, 164, 70], [93, 168, 95], [109, 181, 97], [104, 169, 150], [67, 158, 143]]","[[67, 158, 143], [81, 164, 70], [93, 168, 95], [104, 169, 150], [109, 181, 97]]"
"['ocean', 'chips']","[(27, 45, 96), (54, 91, 124), (193, 255, 253), (208, 170, 145), (146, 123, 87)]","[[51, 140, 95], [95, 125, 105], [245, 108, 123], [185, 138, 146], [135, 132, 151]]","[[51, 140, 95], [95, 125, 105], [135, 132, 151], [185, 138, 146], [245, 108, 123]]"
"['wistful', 'dreams']","[(212, 203, 193), (220, 210, 234), (238, 214, 214), (202, 227, 225), (240, 240, 222)]","[[209, 129, 134], [218, 136, 117], [223, 136, 131], [225, 119, 126], [241, 125, 137]]","[[209, 129, 134], [218, 136, 117], [223, 136, 131], [225, 119, 126], [241, 125, 137]]"
"['pink', 'pastels']","[(251, 115, 142), (255, 147, 147), (234, 121, 161), (242, 127, 133), (253, 122, 181)]","[[167, 182, 139], [185, 169, 146], [165, 176, 127], [169, 173, 145], [174, 184, 121]]","[[165, 176, 127], [167, 182, 139], [169, 173, 145], [174, 184, 121], [185, 169, 146]]"
"['berry', 'honey']","[(249, 215, 197), (242, 212, 128), (242, 128, 158), (242, 155, 128), (178, 71, 71)]","[[225, 137, 141], [219, 128, 173], [171, 175, 132], [184, 158, 156], [114, 172, 151]]","[[114, 172, 151], [171, 175, 132], [184, 158, 156], [219, 128, 173], [225, 137, 141]]"
"['on', 'the', 'ocean']","[(168, 242, 195), (144, 218, 218), (111, 214, 165), (25, 210, 213), (0, 103, 98)]","[[229, 96, 143], [210, 105, 121], [200, 87, 143], [196, 88, 115], [99, 102, 124]]","[[99, 102, 124], [196, 88, 115], [200, 87, 143], [210, 105, 121], [229, 96, 143]]"
['mystery'],"[(238, 238, 238), (221, 221, 221), (204, 204, 204), (104, 24, 135), (66, 53, 169)]","[[240, 128, 128], [225, 128, 128], [209, 128, 128], [71, 179, 84], [79, 168, 68]]","[[71, 179, 84], [79, 168, 68], [209, 128, 128], [225, 128, 128], [240, 128, 128]]"
['discreet'],"[(238, 238, 238), (221, 221, 221), (17, 16, 16), (54, 52, 49), (164, 165, 71)]","[[240, 128, 128], [225, 128, 128], [12, 128, 128], [56, 128, 130], [168, 115, 176]]","[[12, 128, 128], [56, 128, 130], [168, 115, 176], [225, 128, 128], [240, 128, 128]]"
"['jungle', 'trees']","[(128, 193, 75), (46, 147, 60), (41, 112, 69), (32, 78, 74), (32, 53, 52)]","[[183, 87, 180], [137, 81, 165], [107, 95, 146], [77, 111, 126], [52, 119, 126]]","[[52, 119, 126], [77, 111, 126], [107, 95, 146], [137, 81, 165], [183, 87, 180]]"
"['office', 'professional']","[(153, 153, 153), (173, 173, 173), (66, 139, 202), (1, 51, 100), (211, 11, 13)]","[[161, 128, 128], [180, 128, 128], [143, 125, 89], [54, 134, 95], [113, 197, 182]]","[[54, 134, 95], [113, 197, 182], [143, 125, 89], [161, 128, 128], [180, 128, 128]]"
['chick'],"[(234, 228, 89), (244, 198, 52), (242, 191, 32), (231, 188, 9), (225, 182, 3)]","[[226, 113, 194], [209, 131, 201], [203, 133, 205], [199, 130, 207], [193, 130, 206]]","[[193, 130, 206], [199, 130, 207], [203, 133, 205], [209, 131, 201], [226, 113, 194]]"
"['chocolate', 'and', 'pastel']","[(225, 205, 255), (175, 251, 217), (255, 253, 202), (255, 217, 160), (74, 24, 21)]","[[218, 144, 106], [237, 98, 137], [251, 121, 153], [226, 134, 161], [42, 152, 142]]","[[42, 152, 142], [218, 144, 106], [226, 134, 161], [237, 98, 137], [251, 121, 153]]"
['classic'],"[(52, 38, 25), (69, 20, 43), (33, 39, 15), (121, 64, 68), (89, 50, 60)]","[[42, 132, 139], [39, 154, 125], [37, 120, 143], [87, 153, 137], [66, 147, 129]]","[[37, 120, 143], [39, 154, 125], [42, 132, 139], [66, 147, 129], [87, 153, 137]]"
"['blood', 'of', 'my', 'enemy']","[(242, 135, 135), (219, 90, 90), (195, 42, 42), (144, 15, 15), (90, 37, 37)]","[[173, 169, 146], [141, 179, 154], [111, 187, 167], [77, 178, 165], [57, 152, 140]]","[[57, 152, 140], [77, 178, 165], [111, 187, 167], [141, 179, 154], [173, 169, 146]]"
"['candy', 'box']","[(225, 197, 169), (169, 225, 184), (225, 169, 169), (169, 224, 225), (169, 170, 225)]","[[207, 134, 146], [216, 102, 142], [190, 149, 136], [218, 111, 122], [182, 139, 100]]","[[182, 139, 100], [190, 149, 136], [207, 134, 146], [216, 102, 142], [218, 111, 122]]"
"['vintage', 'brown']","[(38, 1, 38), (89, 50, 60), (242, 238, 179), (191, 175, 128), (140, 105, 84)]","[[13, 152, 113], [66, 147, 129], [238, 120, 157], [183, 127, 154], [121, 139, 145]]","[[13, 152, 113], [66, 147, 129], [121, 139, 145], [183, 127, 154], [238, 120, 157]]"
['warm'],"[(242, 17, 17), (255, 61, 110), (251, 125, 83), (120, 22, 22), (255, 180, 0)]","[[130, 204, 188], [147, 202, 147], [169, 173, 173], [65, 169, 155], [200, 144, 209]]","[[65, 169, 155], [130, 204, 188], [147, 202, 147], [169, 173, 173], [200, 144, 209]]"
['highlighter'],"[(227, 255, 0), (86, 255, 0), (0, 249, 255), (255, 0, 219), (189, 0, 255)]","[[243, 95, 220], [226, 50, 212], [228, 83, 111], [149, 222, 84], [126, 217, 49]]","[[126, 217, 49], [149, 222, 84], [226, 50, 212], [228, 83, 111], [243, 95, 220]]"
"['cabbage', 'to', 'grass']","[(22, 144, 3), (26, 210, 30), (88, 229, 55), (99, 255, 0), (0, 255, 69)]","[[133, 74, 182], [188, 56, 196], [206, 61, 196], [227, 53, 213], [224, 45, 198]]","[[133, 74, 182], [188, 56, 196], [206, 61, 196], [224, 45, 198], [227, 53, 213]]"
"['period', 'blood']","[(146, 6, 6), (171, 0, 0), (199, 0, 0), (229, 1, 1), (255, 0, 0)]","[[77, 180, 169], [90, 187, 178], [106, 194, 184], [122, 202, 190], [136, 208, 195]]","[[77, 180, 169], [90, 187, 178], [106, 194, 184], [122, 202, 190], [136, 208, 195]]"
"['shades', 'of', 'beige']","[(242, 182, 133), (199, 131, 47), (231, 214, 143), (231, 167, 102), (197, 158, 108)]","[[200, 144, 161], [154, 147, 182], [218, 124, 165], [187, 145, 171], [172, 136, 160]]","[[154, 147, 182], [172, 136, 160], [187, 145, 171], [200, 144, 161], [218, 124, 165]]"
"['gold', 'and', 'aqua']","[(197, 159, 67), (98, 79, 33), (116, 219, 234), (75, 205, 227), (7, 180, 215)]","[[172, 132, 180], [88, 130, 158], [209, 102, 111], [195, 100, 107], [173, 102, 100]]","[[88, 130, 158], [172, 132, 180], [173, 102, 100], [195, 100, 107], [209, 102, 111]]"
"['light', 'and', 'calm', 'floral', 'shades']","[(172, 224, 182), (166, 207, 152), (82, 148, 86), (213, 169, 160), (182, 121, 113)]","[[216, 103, 143], [202, 104, 151], [142, 93, 154], [186, 143, 139], [145, 151, 142]]","[[142, 93, 154], [145, 151, 142], [186, 143, 139], [202, 104, 151], [216, 103, 143]]"
"['dusty', 'rose']","[(241, 222, 175), (234, 202, 202), (209, 169, 169), (142, 109, 109), (112, 77, 77)]","[[227, 127, 153], [214, 139, 132], [186, 143, 134], [126, 141, 133], [93, 143, 134]]","[[93, 143, 134], [126, 141, 133], [186, 143, 134], [214, 139, 132], [227, 127, 153]]"
"['dusty', 'rose']","[(240, 219, 219), (231, 199, 199), (204, 151, 151), (171, 116, 116), (133, 90, 90)]","[[227, 135, 131], [211, 139, 132], [172, 148, 136], [139, 150, 137], [109, 146, 135]]","[[109, 146, 135], [139, 150, 137], [172, 148, 136], [211, 139, 132], [227, 135, 131]]"
"['shades', 'of', 'misery']","[(3, 3, 24), (10, 11, 56), (22, 23, 77), (38, 40, 103), (77, 78, 146)]","[[3, 132, 118], [14, 144, 99], [29, 147, 94], [50, 148, 91], [92, 147, 90]]","[[3, 132, 118], [14, 144, 99], [29, 147, 94], [50, 148, 91], [92, 147, 90]]"
